-1.9223,-2.7431,0
-0.63657,-2.2171,0
-0.9383,-2.5831,0
-0.35539,-2.101,0
-2.4236,-3.6464,0
-2.1446,-3.2404,0
-0.52886,-2.7547,0
-0.66956,-2.028,0
1.7979,0.079518,0
1.3031,-0.18181,0
-0.59972,-1.5499,0
-0.90141,-1.8173,0
-2.7036,-3.1899,0
-0.89192,-1.4211,0
-0.82158,-1.2572,0
-0.90069,-1.3896,0
-1.7165,-2.7309,0
2.1871,0.0034804,0
-2.3026,-5.1147,0
-2.1049,-5.0794,0
-2.9124,-5.7465,0
-2.1012,-5.6286,0
-2.2233,-5.4926,0
-2.9125,-5.0522,0
-2.8116,-4.6241,0
-2.5469,-5.5076,0
-2.4811,-5.619,0
-2.1892,-5.3366,0
-1.5573,-4.6881,0
0.09201,-1.5741,0
-0.79003,-3.5803,0
-2.8986,-7.5842,0
-2.5503,-3.758,0
-2.2922,-7.8922,0
-0.5931,-2.1712,0
-0.89169,-1.2925,0
2.8659,2.1038,0
-2.0519,-5.6357,0
-0.82369,-2.7957,0
-0.29778,-1.9215,0
-0.1889,-2.8014,0
1.1343,-0.35324,0
1.6007,0.47261,0
1.5093,0.099464,0
-4.5839,-8.9089,0
1.5538,0.4777,0
-0.95776,-3.5017,0
1.27,-0.25143,0
-0.08949,-2.5757,0
-0.10808,-1.508,0
-1.6079,-3.2248,0
-0.31804,-1.9633,0
-5.4607,-10.195,0
-1.8466,-2.5928,0
-0.45278,-2.5582,0
-0.43146,-2.3734,0
-0.43315,-2.8543,0
-0.88135,-3.054,0
-0.08898,-1.3,0
-0.16175,-1.5297,0
-0.092864,-1.459,0
1.4829,-0.21166,0
-0.48299,-1.9766,0
-0.099439,-1.7593,0
-1.2895,-2.8888,0
-1.1009,-3.673,0
-1.9636,-3.7693,0
-1.2102,-3.2413,0
-1.3521,-3.5821,0
-1.7673,-3.9057,0
-1.01,-3.0472,0
0.033696,-2.4528,0
-1.0781,-3.4867,0
-1.7904,-3.0578,0
-1.2365,-3.9563,0
0.0056901,-2.5008,0
-0.82354,-2.545,0
-1.345,-1.5533,0
-1.2625,-1.2444,0
-1.2905,-1.3197,0
-1.1177,-1.6062,0
-1.0397,-1.8653,0
-1.7542,-1.6205,0
-1.138,-1.5431,0
-1.3467,-1.956,0
-1.3482,-1.146,0
0.30025,-3.0169,0
-2.99,-5.8491,0
-1.3814,-5.6794,0
-1.641,-5.5739,0
-1.8825,-5.7167,0
-1.7017,-5.1618,0
-1.4408,-5.3877,0
-1.1023,-2.6415,0
-1.1619,-5.5861,0
-1.5198,-5.4086,0
0.0066987,-1.4524,0
0.073188,-2.5046,0
-0.1413,-2.8211,0
0.1995,-2.0971,0
0.48953,-2.0738,0
-0.15162,-1.8345,0
-1.6591,-4.2544,0
0.045818,-1.6765,0
-0.18785,-1.4055,0
-2.8075,-6.5805,0
-1.1491,-2.4808,0
-0.26559,-3.4883,0
-3.4099,-6.9387,0
-3.8472,-6.7639,0
-1.5457,-2.4276,0
-3.4624,-6.4302,0
-1.0093,-3.0541,0
-1.0752,-4.3576,0
-1.2001,-3.453,0
-3.6753,-6.8169,0
-3.6939,-8.5364,0
-0.26171,-3.4019,0
-0.56547,-5.5249,0
-2.182,-2.5691,0
-0.76607,-4.2872,0
-0.80914,-4.2174,0
-0.78284,-4.6739,0
-0.93361,-4.1676,0
-1.0224,-4.4918,0
-0.84461,-3.5236,0
-0.27676,-3.0493,0
-0.88116,-3.9092,0
-2.875,-4.6968,0
